"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/06/2022","Amazon","AMZN Mktp US*7B9DO40G3","11.89","debit","Shopping","CREDIT CARD","",""
"12/06/2022","Amazon","Amazon.com*VC2A58X13","4.72","debit","Shopping","CREDIT CARD","",""
"12/06/2022","Amazon","AMZN Mktp US*R973L40G3","20.31","debit","Shopping","CREDIT CARD","",""
"12/05/2022","Payment to Chase card ending in","Payment to Chase card ending in","684.04","debit","Credit Card Payment","TOTAL CHECKING","",""
"12/05/2022","Pedernales_Elec  ELEC_BILL","Pedernales_Elec  ELEC_BILL","55.51","debit","Electricity","TOTAL CHECKING","",""
"12/05/2022","SPECTRUM","SPECTRUM","109.45","debit","Internet","CREDIT CARD","",""
"12/05/2022","Amazon","AMZN Mktp US*WN2YP6NG3","37.85","debit","Shopping","CREDIT CARD","",""
"12/05/2022","TARGET.COM *","TARGET.COM  *","23.80","debit","Shopping","CREDITCARD Account","",""
"12/05/2022","DANA BAZAAR","DANA BAZAAR","103.16","debit","Groceries","CREDITCARD Account","",""
"12/05/2022","CAPITAL ONE MOBILE PYMT AuthDate 04-Dec","CAPITAL ONE MOBILE PYMT AuthDate 04-D ec","228.18","credit","Credit Card Payment","CREDITCARD Account","",""
"12/05/2022","DOMINO'S 8006","DOMINO'S 8006","15.13","debit","Fast Food","CREDITCARD Account","",""
"12/05/2022","H-E-B #774","H-E-B #774","50.00","debit","Groceries","CREDITCARD Account","",""
"12/04/2022","Payment Thank You-Mobile","Payment Thank You-Mobile","684.04","credit","Credit Card Payment","CREDIT CARD","",""
"12/02/2022","DIRECT PROPANE SERVIWEBBERVILLE         TX","DIRECT PROPANE SERVIWEBBERVILLE         TX","142.43","debit","Utilities","Blue Cash Everyday®","",""
"12/02/2022","Interest Charge on Purchases","Interest Charge on Purchases","44.85","debit","Finance Charge","Blue Cash Everyday®","",""
"12/02/2022","CREDIT-CASH BACK REWARD","CREDIT-CASH BACK REWARD","526.00","credit","Credit Card Payment","CREDITCARD Account","",""
"12/02/2022","NITRO SWIMMING CP","NITRO SWIMMING CP","79.50","debit","Kids Activities","CREDIT CARD","",""
"12/02/2022","ELECTRONIC WITHDRAWAL DOVENMUEHLE MTG MORT PYMT 120122","ELECTRONIC WITHDRAWAL DOVENMUEHLE MTG MORT PYMT 120122","2652.55","debit","Mortgage & Rent","Free Checking 2","",""
"12/02/2022","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","260.00","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/02/2022","Fidelity 500 Index Fund","Fidelity 500 Index Fund","1560.00","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"12/02/2022","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","780.00","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/02/2022","TRANSFER OF ASSETS CHECK RECEIVED HEALTHEQUITY (Cash)","TRANSFER OF ASSETS CHECK RECEIVED HEALTHEQUITY (Cash)","763.73","credit","Investments","Health Savings Account","",""
"12/01/2022","STUDIOVAISH 4029357733 IN","PAYPAL *STUDIOVAISH 4029357733          IN","15.00","debit","Kids Activities","Blue Cash Everyday®","",""
"12/01/2022","Amazon","Amazon.com*Y946W1WX3","17.84","debit","Shopping","CREDIT CARD","",""
"12/01/2022","TARGET.COM *","TARGET.COM  *","24.22","debit","Shopping","CREDITCARD Account","",""
"12/01/2022","H-E-B #774","H-E-B #774","38.35","debit","Groceries","CREDITCARD Account","",""
"12/01/2022","DIVIDEND RECEIVED INTEL CORP COM USD0.001 (INTC) (Cash)","DIVIDEND RECEIVED INTEL CORP COM USD0.001 (INTC) (Cash)","62.05","credit","Dividend & Cap Gains","Individual - TOD","",""
"11/30/2022","INTEREST PAID","INTEREST PAID","99.28","credit","Interest Income","ONLINE SAVINGS","",""
"11/30/2022","DIVIDEND","DIVIDEND","4.96","credit","Investments","Primary Savings 1","",""
"11/30/2022","MPHASIS          DIRECT DEP","MPHASIS          DIRECT DEP","408.97","credit","Paycheck","TOTAL CHECKING","",""
"11/30/2022","INTEREST EARNED FDIC INSURED DEPOSIT AT DISCOVER BAN... (QHMBQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT DISCOVER BAN... (QHMBQ) (Cash)","3.37","credit","Interest Income","Individual - TOD","",""
"11/30/2022","INTEREST EARNED FDIC INSURED DEPOSIT AT BNY MELLON N... (QBNYQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT BNY MELLON N... (QBNYQ) (Cash)","0.01","credit","Transfer","Individual - TOD","",""
"11/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","26.07","credit","Dividend & Cap Gains","Individual - TOD","",""
"11/30/2022","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","26.07","debit","Investments","Individual - TOD","",""
"11/30/2022","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.08","debit","Investments","ROTH IRA","",""
"11/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.08","credit","Dividend & Cap Gains","ROTH IRA","",""
"11/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.33","credit","Dividend & Cap Gains","Health Savings Account","",""
"11/30/2022","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.33","debit","Investments","Health Savings Account","",""
"11/30/2022","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.09","debit","Investments","ROTH IRA","",""
"11/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.09","credit","Dividend & Cap Gains","ROTH IRA","",""
"11/29/2022","AMERICAN EXPRESS ACH PMT    W125","AMERICAN EXPRESS ACH PMT    W125","1068.56","debit","Credit Card Payment","TOTAL CHECKING","",""
"11/29/2022","Amazon","AMZN Mktp US*HW9G927N2","32.45","debit","Shopping","CREDIT CARD","",""
"11/29/2022","Amazon","Amazon.com*ZX6KT4MA3","86.58","debit","Shopping","CREDIT CARD","",""
"11/29/2022","Amazon","AMZN Mktp US*5H8I24E83","8.23","debit","Shopping","CREDIT CARD","",""
"11/29/2022","YOU BOUGHT CLOUDFLARE INC CL A COM (NET) (Cash)","YOU BOUGHT CLOUDFLARE INC CL A COM (NET) (Cash)","405.27","debit","Investments","Individual - TOD","",""
"11/28/2022","PAYPAL *2CO.COM     880000008           NL","PAYPAL *2CO.COM     880000008           NL","25.91","debit","Electronics & Software","Blue Cash Everyday®","",""
"11/28/2022","ONLINE PAYMENT - THANK YOU","ONLINE PAYMENT - THANK YOU","1068.56","credit","Credit Card Payment","Blue Cash Everyday®","",""
"11/28/2022","Zelle Transfer Conf# bw9w6tqp4;                             Govindarajan, Rajesh","Zelle Transfer Conf# bw9w6tqp4;                             Govindarajan, Rajesh","2500.00","debit","Transfer","Adv Plus Banking - 1866","",""
"11/28/2022","MOTOROLA MOBILITY LLC","MOTOROLA MOBILITY LLC","138.44","debit","Electronics & Software","CREDITCARD Account","",""
"11/28/2022","Wal-Mart","MURPHY6951ATWALMART","44.58","debit","Party","CREDITCARD Account","",""
"11/28/2022","MOTOROLA MOBILITY LLC","MOTOROLA MOBILITY LLC","2.27","debit","Electronics & Software","CREDITCARD Account","",""
"11/28/2022","Wal-Mart","WAL-MART #1303","13.53","debit","Party","CREDITCARD Account","",""
"11/28/2022","SL.NORD* VPNCOM","SL.NORD* VPNCOM","87.19","debit","Home Supplies","CREDITCARD Account","",""
"11/28/2022","Electronic Payment","Electronic Payment","1000.00","debit","Credit Card Payment","Easy Banking Club","",""
"11/28/2022","Zelle payment from SINDHU BALAKR","Zelle payment from SINDHU BALAKR","1000.00","credit","Transfer","TOTAL CHECKING","",""
"11/28/2022","Zelle payment to Thiru JPM999iyn","Zelle payment to Thiru JPM999iyn","2000.00","debit","Transfer","TOTAL CHECKING","",""
"11/28/2022","Zelle payment from SINDHU BALAKR","Zelle payment from SINDHU BALAKR","2500.00","credit","Transfer","TOTAL CHECKING","",""
"11/28/2022","PwP  LYCAMOBILE, Privacycom TN:","PwP  LYCAMOBILE, Privacycom TN:","5.25","debit","Mobile Phone","TOTAL CHECKING","",""
"11/28/2022","TARGET.COM  *","TARGET.COM  *","10.81","debit","Shopping","CREDIT CARD","",""
"11/28/2022","COSTCO WHSE #1152","COSTCO WHSE #1152","17.98","debit","Shopping","CREDIT CARD","",""
"11/28/2022","COSTCO WHSE #1152","COSTCO WHSE #1152","8.62","debit","Shopping","CREDIT CARD","",""
"11/28/2022","COSTCO WHSE #1152","COSTCO WHSE #1152","195.22","debit","Shopping","CREDIT CARD","",""
"11/28/2022","TARGET.COM  *","TARGET.COM  *","56.25","debit","Shopping","CREDIT CARD","",""
"11/28/2022","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221130","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221130","1635.88","credit","Paycheck","Free Checking 2","",""
"11/28/2022","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","3350.00","debit","Investments","Individual - TOD","",""
"11/27/2022","LATE FEE","LATE FEE","29.00","debit","Late Fee","Blue Cash Everyday®","",""
"11/27/2022","CR ADJ FOR LATE FEE","CR ADJ FOR LATE FEE","29.00","credit","Late Fee","Blue Cash Everyday®","",""
"11/27/2022","HARBOR FREIGHT TOOLSCEDAR PARK          TX","HARBOR FREIGHT TOOLSCEDAR PARK          TX","31.02","debit","Home Improvement","Blue Cash Everyday®","",""
"11/26/2022","ROSS DRESS FOR LESS GEORGETOWN          TX","ROSS DRESS FOR LESS GEORGETOWN          TX","35.67","debit","Clothing","Blue Cash Everyday®","",""
"11/26/2022","ROSS DRESS FOR LESS GEORGETOWN          TX","ROSS DRESS FOR LESS GEORGETOWN          TX","107.28","debit","Clothing","Blue Cash Everyday®","",""
"11/26/2022","Wal-Mart","PAYPAL *WALMART COM 8009666546          CA","105.00","debit","Party","Blue Cash Everyday®","",""
"11/25/2022","ZIMMER INC       DES:DIRECT DEP ID:XXXXX55659684J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX55659684J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","1029.78","credit","Paycheck","Adv Plus Banking - 1866","",""
"11/25/2022","CLAWSON DISPOSAL","CLAWSON DISPOSAL","89.56","debit","Garbage","CREDIT CARD","",""
"11/25/2022","Amazon","Amazon Prime*HW1QP1X41","8.11","debit","Shopping","CREDIT CARD","",""
"11/25/2022","H-E-B #774","H-E-B #774","137.97","debit","Groceries","CREDITCARD Account","",""
"11/24/2022","Amazon","AMZN Mktp US*HW38V0MC0","4.33","debit","Shopping","CREDIT CARD","",""
"11/24/2022","Amazon","AMZN Mktp US*HW05C25U0","10.99","debit","Shopping","CREDIT CARD","",""
"11/24/2022","CREDIT BALANCE REFUND","CREDIT BALANCE REFUND","45.83","debit","Credit Card Payment","CREDIT CARD","",""
"11/23/2022","Amazon","AMZN Mktp US*HW7L19LU1","10.77","debit","Shopping","CREDIT CARD","",""
"11/23/2022","Amazon","AMZN Mktp US*HI5TT4632","10.79","debit","Shopping","CREDIT CARD","",""
"11/22/2022","GTT                 PLANO               TX","GTT                 PLANO               TX","1192.26","debit","Mortgage & Rent","Blue Cash Everyday®","",""
"11/22/2022","MAJESTIC VACATIONS  ALHAMBRA            CA","MAJESTIC VACATIONS  ALHAMBRA            CA","1568.26","debit","Vacation","Blue Cash Everyday®","",""
"11/22/2022","MAJESTIC VACATIONS  ALHAMBRA            CA","MAJESTIC VACATIONS  ALHAMBRA            CA","1568.26","debit","Vacation","Blue Cash Everyday®","",""
"11/22/2022","GTT                 PLANO               TX","GTT                 PLANO               TX","1192.26","debit","Mortgage & Rent","Blue Cash Everyday®","",""
"11/22/2022","CHECK","CHECK","120.25","debit","Water","TOTAL CHECKING","",""
"11/21/2022","Interest Payment","Interest Payment","108.05","credit","Interest Income","HYSA","",""
"11/21/2022","Amazon","AMZN Mktp US*HI85H3PS2","24.66","debit","Shopping","CREDIT CARD","",""
"11/21/2022","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","1340.02","debit","Investments","Individual - TOD","",""
"11/20/2022","DANA BAZAAR         AUSTIN              TX","DANA BAZAAR         AUSTIN              TX","10.59","debit","Groceries","Blue Cash Everyday®","",""
"11/20/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","35.60","debit","Groceries","Blue Cash Everyday®","",""
"11/20/2022","Amazon","AMZN Mktp US*HI3EN22Q0","10.27","debit","Shopping","CREDIT CARD","",""
"11/19/2022","PANDA EXPRESS       WACO                TX","PANDA EXPRESS       WACO                TX","17.21","debit","Fast Food","Blue Cash Everyday®","",""
"11/18/2022","HEB GAS             AUSTIN              TX","HEB GAS             AUSTIN              TX","40.23","debit","Gas & Fuel","Blue Cash Everyday®","",""
"11/18/2022","Amazon","Amazon Prime*HB7F35RM2","1.07","debit","Shopping","CREDIT CARD","",""
"11/18/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","1777.10","debit","Investments","Individual - TOD","",""
"11/17/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","54.03","debit","Groceries","Blue Cash Everyday®","",""
"11/17/2022","BRAKE CHECK","BRAKE CHECK","523.09","debit","Service & Parts","CREDITCARD Account","",""
"11/17/2022","YOU BOUGHT CLOUDFLARE INC CL A COM (NET) (Cash)","YOU BOUGHT CLOUDFLARE INC CL A COM (NET) (Cash)","49.50","debit","Investments","Individual - TOD","",""
"11/17/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","1825.00","debit","Investments","Individual - TOD","",""
"11/16/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","34.31","debit","Groceries","Blue Cash Everyday®","",""
"11/16/2022","WYZE LABS INC.","WYZE LABS INC.","15.13","credit","Home Supplies","CREDIT CARD","",""
"11/16/2022","NT S&P 500 INDEX","NT S&P 500 INDEX","1568.76","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"11/16/2022","VANGUARD TARGET 2050","VANGUARD TARGET 2050","1045.85","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"11/15/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","66.05","debit","Groceries","Blue Cash Everyday®","",""
"11/15/2022","Interest Payment","Interest Payment","91.66","credit","Interest Income","HYSA","",""
"11/15/2022","MPHASIS          DIRECT DEP","MPHASIS          DIRECT DEP","408.97","credit","Paycheck","TOTAL CHECKING","",""
"11/14/2022","Electronic Payment","Electronic Payment","60.00","debit","Credit Card Payment","Easy Banking Club","",""
"11/14/2022","Payment to Chase card ending in","Payment to Chase card ending in","603.58","debit","Credit Card Payment","TOTAL CHECKING","",""
"11/14/2022","MY529            DES:INVESTMENT ID:13599339                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","MY529            DES:INVESTMENT ID:13599339                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","1000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"11/14/2022","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221115","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221115","1635.89","credit","Paycheck","Free Checking 2","",""
"11/13/2022","ROUND ROCK DONUTS CPCEDAR PARK          TX","ROUND ROCK DONUTS CPCEDAR PARK          TX","3.98","debit","Fast Food","Blue Cash Everyday®","",""
"11/12/2022","WWW*PHONEINDIA.COM  866-535-8095        GA","WWW*PHONEINDIA.COM  866-535-8095        GA","4.99","debit","Mobile Phone","Blue Cash Everyday®","",""
"11/11/2022","ROSS DRESS FOR LESS CEDAR PARK          TX","ROSS DRESS FOR LESS CEDAR PARK          TX","25.94","debit","Clothing","Blue Cash Everyday®","",""
"11/11/2022","Payment Thank You-Mobile","Payment Thank You-Mobile","603.58","credit","Credit Card Payment","CREDIT CARD","",""
"11/11/2022","Amazon","AMZN Mktp US*H250K4BQ2","15.14","debit","Shopping","CREDIT CARD","",""
"11/11/2022","YOU SOLD SNAP INC CL A (SNAP) (Cash)","YOU SOLD SNAP INC CL A (SNAP) (Cash)","526.48","credit","Sell","Individual - TOD","",""
"11/11/2022","YOU SOLD SHOPIFY INC COM NPV CL A ISIN #CA825... (SHOP) (Cash)","YOU SOLD SHOPIFY INC COM NPV CL A ISIN #CA825... (SHOP) (Cash)","7771.82","credit","Sell","Individual - TOD","",""
"11/10/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","66.17","debit","Groceries","Blue Cash Everyday®","",""
"11/10/2022","ZIMMER INC       DES:DIRECT DEP ID:XXXXX16817284J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX16817284J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","1029.79","credit","Paycheck","Adv Plus Banking - 1866","",""
"11/09/2022","MICHAEL C HOLMES MD CEDAR PARK          TX","MICHAEL C HOLMES MD CEDAR PARK          TX","25.00","debit","Doctor","Blue Cash Everyday®","",""
"11/09/2022","PAYPAL *CARTERS     8773330117          GA","PAYPAL *CARTERS     8773330117          GA","39.42","debit","Clothing","Blue Cash Everyday®","",""
"11/09/2022","Amazon","AMZN Mktp US*H21SX9XG2","16.23","debit","Shopping","CREDIT CARD","",""
"11/09/2022","Amazon","AMZN Mktp US*H25MY9XB2","7.79","debit","Shopping","CREDIT CARD","",""
"11/09/2022","INTEREST PAYMENT","INTEREST PAYMENT","0.08","credit","Interest Income","Easy Banking Club","",""
"11/08/2022","Wal-Mart","WAL-MART SUPERCENTERGEORGETOWN          TX","5.41","debit","Home Supplies","Blue Cash Everyday®","","screws"
"11/08/2022","Wal-Mart","WAL-MART SUPERCENTERGEORGETOWN          TX","5.97","debit","Auto & Transport","Blue Cash Everyday®","","screws"
"11/08/2022","Wal-Mart","MURPHY6951ATWALMART GEORGETOWN          TX","28.29","debit","Gas & Fuel","Blue Cash Everyday®","",""
"11/08/2022","THE HOME DEPOT      GEORGETOWN          TX","THE HOME DEPOT      GEORGETOWN          TX","55.28","debit","Home Supplies","Blue Cash Everyday®","","soil, manure, bug sprays"
"11/08/2022","Wal-Mart","WAL-MART SUPERCENTERGEORGETOWN          TX","6.45","credit","Auto & Transport","Blue Cash Everyday®","",""
"11/08/2022","Amazon","AMZN Mktp US*HB11J9CP0","21.64","debit","Shopping","CREDIT CARD","",""
"11/07/2022","MANPASAND SUPERMARKEAUSTIN              TX","MANPASAND SUPERMARKEAUSTIN              TX","1.72","debit","Groceries","Blue Cash Everyday®","",""
"11/07/2022","MANPASAND SUPERMARKEAUSTIN              TX","MANPASAND SUPERMARKEAUSTIN              TX","43.95","debit","Groceries","Blue Cash Everyday®","",""
"11/07/2022","MY529            DES:INVESTMENT ID:13574045                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","MY529            DES:INVESTMENT ID:13574045                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","2000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"11/07/2022","Pedernales_Elec  ELEC_BILL","Pedernales_Elec  ELEC_BILL","99.25","debit","Electricity","TOTAL CHECKING","",""
"11/07/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","4012.20","debit","Investments","Individual - TOD","",""
"11/07/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","4032.00","debit","Investments","Individual - TOD","",""
"11/07/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","1994.30","debit","Investments","Individual - TOD","",""
"11/07/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","2016.84","debit","Investments","Individual - TOD","",""
"11/06/2022","STUDIOVAISH 4029357733 IN","PAYPAL *STUDIOVAISH 4029357733          IN","15.00","debit","Kids Activities","Blue Cash Everyday®","",""
"11/05/2022","BAWARCHI BIRYANIS 00AUSTIN              TX","BAWARCHI BIRYANIS 00AUSTIN              TX","4.32","debit","Fast Food","Blue Cash Everyday®","",""
"11/05/2022","BAWARCHI BIRYANIS 00AUSTIN              TX","BAWARCHI BIRYANIS 00AUSTIN              TX","8.64","debit","Fast Food","Blue Cash Everyday®","",""
"11/04/2022","BAWARCHI BIRYANIS 00AUSTIN              TX","BAWARCHI BIRYANIS 00AUSTIN              TX","16.21","debit","Fast Food","Blue Cash Everyday®","",""
"11/04/2022","YOU BOUGHT VANGUARD INDEX FDS VANGUARD TOTAL ST... (VTI) (Cash)","YOU BOUGHT VANGUARD INDEX FDS VANGUARD TOTAL ST... (VTI) (Cash)","3720.00","debit","Investments","Individual - TOD","",""
